ret,cycles,bench,type,cores,time,speedup,ideal
7,210487621,Coins,par,1,2.06360412745098,0.9968153994196172,0.9968153994196172
7,105139037,Coins,par,2,1.0307748725490196,1.9956174983797883,0.9978087491898942
7,52580974,Coins,par,4,0.5154997450980392,3.9903654504384036,0.9975913626096009
7,35103275,Coins,par,6,0.34414975490196076,5.9771432152698,0.9961905358783
7,26281555,Coins,par,8,0.25766230392156864,7.983443217115578,0.9979304021394473
7,13141467,Coins,par,16,0.12883791176470588,15.966048691519752,0.9978780432199845
7,8841289,Coins,par,24,0.08667930392156863,23.731528513545932,0.9888136880644138
