ret,cycles,bench,type,cores,time,speedup,ideal
1498,356114141,SumEuler,par,1,3.4913151078431373,1.0000924310388448,1.0000924310388448
1498,178129455,SumEuler,par,2,1.746367205882353,1.999372069038217,0.9996860345191085
1498,89077562,SumEuler,par,4,0.873309431372549,3.9981679898244185,0.9995419974561046
1498,59387721,SumEuler,par,6,0.5822325588235294,5.996981379366283,0.9994968965610472
1498,44541138,SumEuler,par,8,0.43667782352941176,7.995912834557572,0.9994891043196965
1498,22277146,SumEuler,par,16,0.21840339215686275,15.987104317581794,0.9991940198488621
1498,14854038,SumEuler,par,24,0.14562782352941175,23.97644714521398,0.9990186310505825
